Model,Group,Language,Statement ID,Formulation,Choice Set
qwen,Tibetans,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement9,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement8,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement8,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement7,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement7,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement6,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement6,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement5,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement5,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement4,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement4,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement3,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement3,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement2,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement2,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement12,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement12,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement11,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement11,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement10,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement10,formulation1,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement1,formulation2,"['1', '2', '3', '4']"
qwen,Tibetans,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Tibetans,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Tibetans,en,statement1,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement9,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement9,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement8,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement8,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement7,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement7,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement6,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement6,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement5,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement5,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement4,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement4,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement3,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement3,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement2,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement2,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement12,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement12,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement11,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement11,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement10,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement10,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement1,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Rohingya,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Rohingya,en,statement1,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement9,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement9,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement8,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement8,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement7,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement7,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement6,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement6,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement5,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement5,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement4,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement4,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement3,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement3,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement2,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement2,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement15,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement15,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement14,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement14,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement13,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement13,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement12,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement12,formulation1,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement11,formulation2,"['1', '2', '3', '4']"
qwen,Rohingya,de,statement11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Rohingya,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Rohingya,de,statement11,formulation1,"['1', '2', '3', '4']"
